*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr 16 2025 16:07:36
*************************************************
parsing config file: /pref/Pythia/config/coop_pythia.ini
unable to parse section: , name: bool coop_rl_enable, value: true
unable to parse section: , name: coop_enable_adaptive_alpha, value: true

trace_0 /pref/Pythia/CLOUD9/traces/cloud9_phase3_core0.trace.xz
Heartbeat CPU  2 instructions:   34000000 cycles:   20210874 heartbeat IPC: 1.68183 cumulative IPC: 1.68226 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  0 instructions:   41000001 cycles:   20273634 heartbeat IPC: 2.09538 cumulative IPC: 2.02233 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  1 instructions:   34000000 cycles:   20537008 heartbeat IPC: 1.97664 cumulative IPC: 1.65555 (Simulation time: 0 hr 4 min 8 sec) 
Heartbeat CPU  3 instructions:   40000000 cycles:   20689228 heartbeat IPC: 1.93484 cumulative IPC: 1.93337 (Simulation time: 0 hr 4 min 10 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   20729064 heartbeat IPC: 2.19572 cumulative IPC: 2.02614 (Simulation time: 0 hr 4 min 10 sec) 
Heartbeat CPU  2 instructions:   35000000 cycles:   20799105 heartbeat IPC: 1.70001 cumulative IPC: 1.68276 (Simulation time: 0 hr 4 min 11 sec) 
Heartbeat CPU  1 instructions:   35000001 cycles:   21073014 heartbeat IPC: 1.86565 cumulative IPC: 1.66089 (Simulation time: 0 hr 4 min 15 sec) 
Heartbeat CPU  3 instructions:   41000000 cycles:   21204642 heartbeat IPC: 1.94019 cumulative IPC: 1.93354 (Simulation time: 0 hr 4 min 16 sec) 
Heartbeat CPU  0 instructions:   43000001 cycles:   21206726 heartbeat IPC: 2.09353 cumulative IPC: 2.02766 (Simulation time: 0 hr 4 min 16 sec) 
Heartbeat CPU  2 instructions:   36000000 cycles:   21444228 heartbeat IPC: 1.55009 cumulative IPC: 1.67877 (Simulation time: 0 hr 4 min 19 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   21694924 heartbeat IPC: 2.04835 cumulative IPC: 2.02812 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  1 instructions:   36000000 cycles:   21700586 heartbeat IPC: 1.59344 cumulative IPC: 1.65894 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  3 instructions:   42000003 cycles:   21720220 heartbeat IPC: 1.93958 cumulative IPC: 1.93368 (Simulation time: 0 hr 4 min 23 sec) 
Heartbeat CPU  2 instructions:   37000003 cycles:   22039407 heartbeat IPC: 1.68017 cumulative IPC: 1.67881 (Simulation time: 0 hr 4 min 26 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   22193898 heartbeat IPC: 2.00411 cumulative IPC: 2.02758 (Simulation time: 0 hr 4 min 28 sec) 
Heartbeat CPU  3 instructions:   43000003 cycles:   22235447 heartbeat IPC: 1.94089 cumulative IPC: 1.93385 (Simulation time: 0 hr 4 min 29 sec) 
Heartbeat CPU  1 instructions:   37000003 cycles:   22326436 heartbeat IPC: 1.59783 cumulative IPC: 1.65723 (Simulation time: 0 hr 4 min 30 sec) 
Heartbeat CPU  2 instructions:   38000001 cycles:   22635609 heartbeat IPC: 1.67728 cumulative IPC: 1.67877 (Simulation time: 0 hr 4 min 34 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   22672879 heartbeat IPC: 2.08777 cumulative IPC: 2.02886 (Simulation time: 0 hr 4 min 34 sec) 
Heartbeat CPU  3 instructions:   44000000 cycles:   22751280 heartbeat IPC: 1.93861 cumulative IPC: 1.93396 (Simulation time: 0 hr 4 min 35 sec) 
Heartbeat CPU  1 instructions:   38000003 cycles:   22937119 heartbeat IPC: 1.63751 cumulative IPC: 1.65670 (Simulation time: 0 hr 4 min 37 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   23177859 heartbeat IPC: 1.98027 cumulative IPC: 2.02780 (Simulation time: 0 hr 4 min 40 sec) 
Heartbeat CPU  2 instructions:   39000000 cycles:   23222337 heartbeat IPC: 1.70437 cumulative IPC: 1.67942 (Simulation time: 0 hr 4 min 41 sec) 
Heartbeat CPU  3 instructions:   45000001 cycles:   23267076 heartbeat IPC: 1.93875 cumulative IPC: 1.93406 (Simulation time: 0 hr 4 min 42 sec) 
Heartbeat CPU  1 instructions:   39000000 cycles:   23536078 heartbeat IPC: 1.66956 cumulative IPC: 1.65703 (Simulation time: 0 hr 4 min 45 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   23669993 heartbeat IPC: 2.03197 cumulative IPC: 2.02788 (Simulation time: 0 hr 4 min 47 sec) 
Heartbeat CPU  3 instructions:   46000003 cycles:   23782267 heartbeat IPC: 1.94103 cumulative IPC: 1.93421 (Simulation time: 0 hr 4 min 48 sec) 
Heartbeat CPU  2 instructions:   40000000 cycles:   23933641 heartbeat IPC: 1.40587 cumulative IPC: 1.67129 (Simulation time: 0 hr 4 min 49 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   24116449 heartbeat IPC: 2.23986 cumulative IPC: 2.03181 (Simulation time: 0 hr 4 min 52 sec) 
Heartbeat CPU  1 instructions:   40000000 cycles:   24199877 heartbeat IPC: 1.50648 cumulative IPC: 1.65290 (Simulation time: 0 hr 4 min 53 sec) 
Heartbeat CPU  3 instructions:   47000000 cycles:   24305710 heartbeat IPC: 1.91042 cumulative IPC: 1.93370 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  2 instructions:   41000000 cycles:   24530375 heartbeat IPC: 1.67579 cumulative IPC: 1.67140 (Simulation time: 0 hr 4 min 57 sec) 
Heartbeat CPU  0 instructions:   50000002 cycles:   24561753 heartbeat IPC: 2.24566 cumulative IPC: 2.03569 (Simulation time: 0 hr 4 min 58 sec) 
Heartbeat CPU  1 instructions:   41000000 cycles:   24802394 heartbeat IPC: 1.65970 cumulative IPC: 1.65307 (Simulation time: 0 hr 5 min 1 sec) 
Heartbeat CPU  3 instructions:   48000000 cycles:   24822598 heartbeat IPC: 1.93466 cumulative IPC: 1.93372 (Simulation time: 0 hr 5 min 1 sec) 
Heartbeat CPU  0 instructions:   51000002 cycles:   25007618 heartbeat IPC: 2.24283 cumulative IPC: 0.03999 (Simulation time: 0 hr 5 min 3 sec) 
Heartbeat CPU  2 instructions:   42000001 cycles:   25135077 heartbeat IPC: 1.65371 cumulative IPC: 1.67097 (Simulation time: 0 hr 5 min 5 sec) 
Heartbeat CPU  3 instructions:   49000001 cycles:   25338079 heartbeat IPC: 1.93994 cumulative IPC: 1.93385 (Simulation time: 0 hr 5 min 8 sec) 
Heartbeat CPU  1 instructions:   42000000 cycles:   25406928 heartbeat IPC: 1.65417 cumulative IPC: 1.65309 (Simulation time: 0 hr 5 min 9 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   25456098 heartbeat IPC: 2.22975 cumulative IPC: 0.07857 (Simulation time: 0 hr 5 min 9 sec) 
Heartbeat CPU  2 instructions:   43000003 cycles:   25730539 heartbeat IPC: 1.67937 cumulative IPC: 1.67117 (Simulation time: 0 hr 5 min 13 sec) 
Heartbeat CPU  3 instructions:   50000000 cycles:   25845166 heartbeat IPC: 1.97205 cumulative IPC: 1.93460 (Simulation time: 0 hr 5 min 14 sec) 
Heartbeat CPU  0 instructions:   53000002 cycles:   25902596 heartbeat IPC: 2.23966 cumulative IPC: 0.11582 (Simulation time: 0 hr 5 min 15 sec) 
Heartbeat CPU  1 instructions:   43000000 cycles:   26004894 heartbeat IPC: 1.67234 cumulative IPC: 1.65353 (Simulation time: 0 hr 5 min 16 sec) 
Heartbeat CPU  2 instructions:   44000000 cycles:   26233975 heartbeat IPC: 1.98634 cumulative IPC: 1.67721 (Simulation time: 0 hr 5 min 19 sec) 
Heartbeat CPU  0 instructions:   54000001 cycles:   26352356 heartbeat IPC: 2.22341 cumulative IPC: 0.15179 (Simulation time: 0 hr 5 min 21 sec) 
Heartbeat CPU  3 instructions:   51000003 cycles:   26358882 heartbeat IPC: 1.94661 cumulative IPC: 0.03794 (Simulation time: 0 hr 5 min 21 sec) 
Heartbeat CPU  1 instructions:   44000000 cycles:   26616549 heartbeat IPC: 1.63491 cumulative IPC: 1.65311 (Simulation time: 0 hr 5 min 24 sec) 
Heartbeat CPU  2 instructions:   45000000 cycles:   26734618 heartbeat IPC: 1.99743 cumulative IPC: 1.68321 (Simulation time: 0 hr 5 min 25 sec) 
Heartbeat CPU  0 instructions:   55000001 cycles:   26810522 heartbeat IPC: 2.18262 cumulative IPC: 0.18649 (Simulation time: 0 hr 5 min 26 sec) 
Heartbeat CPU  3 instructions:   52000000 cycles:   26886599 heartbeat IPC: 1.89495 cumulative IPC: 0.07439 (Simulation time: 0 hr 5 min 27 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   27263614 heartbeat IPC: 2.20706 cumulative IPC: 0.22007 (Simulation time: 0 hr 5 min 32 sec) 
Heartbeat CPU  2 instructions:   46000000 cycles:   27308286 heartbeat IPC: 1.74317 cumulative IPC: 1.68447 (Simulation time: 0 hr 5 min 33 sec) 
Heartbeat CPU  1 instructions:   45000001 cycles:   27355816 heartbeat IPC: 1.35269 cumulative IPC: 1.64499 (Simulation time: 0 hr 5 min 33 sec) 
Heartbeat CPU  3 instructions:   53000001 cycles:   27400796 heartbeat IPC: 1.94478 cumulative IPC: 0.10949 (Simulation time: 0 hr 5 min 34 sec) 
Heartbeat CPU  0 instructions:   57000003 cycles:   27715491 heartbeat IPC: 2.21300 cumulative IPC: 0.25257 (Simulation time: 0 hr 5 min 38 sec) 
Heartbeat CPU  3 instructions:   54000001 cycles:   27914749 heartbeat IPC: 1.94570 cumulative IPC: 0.14329 (Simulation time: 0 hr 5 min 40 sec) 
Heartbeat CPU  2 instructions:   47000000 cycles:   27916672 heartbeat IPC: 1.64369 cumulative IPC: 1.68358 (Simulation time: 0 hr 5 min 40 sec) 
Heartbeat CPU  1 instructions:   46000002 cycles:   27970882 heartbeat IPC: 1.62584 cumulative IPC: 1.64457 (Simulation time: 0 hr 5 min 41 sec) 
Heartbeat CPU  0 instructions:   58000001 cycles:   28165188 heartbeat IPC: 2.22372 cumulative IPC: 0.28404 (Simulation time: 0 hr 5 min 44 sec) 
Heartbeat CPU  3 instructions:   55000003 cycles:   28427817 heartbeat IPC: 1.94906 cumulative IPC: 0.17588 (Simulation time: 0 hr 5 min 47 sec) 
Heartbeat CPU  2 instructions:   48000000 cycles:   28535177 heartbeat IPC: 1.61680 cumulative IPC: 1.68213 (Simulation time: 0 hr 5 min 48 sec) 
Heartbeat CPU  1 instructions:   47000002 cycles:   28582226 heartbeat IPC: 1.63574 cumulative IPC: 1.64438 (Simulation time: 0 hr 5 min 49 sec) 
Heartbeat CPU  0 instructions:   59000000 cycles:   28617489 heartbeat IPC: 2.21091 cumulative IPC: 0.31449 (Simulation time: 0 hr 5 min 49 sec) 
Heartbeat CPU  3 instructions:   56000000 cycles:   28938775 heartbeat IPC: 1.95710 cumulative IPC: 0.20733 (Simulation time: 0 hr 5 min 54 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   29069257 heartbeat IPC: 2.21353 cumulative IPC: 0.34401 (Simulation time: 0 hr 5 min 55 sec) 
Heartbeat CPU  1 instructions:   48000000 cycles:   29105034 heartbeat IPC: 1.91274 cumulative IPC: 1.64920 (Simulation time: 0 hr 5 min 56 sec) 
Heartbeat CPU  2 instructions:   49000001 cycles:   29124110 heartbeat IPC: 1.69799 cumulative IPC: 1.68245 (Simulation time: 0 hr 5 min 56 sec) 
Heartbeat CPU  3 instructions:   57000000 cycles:   29453332 heartbeat IPC: 1.94342 cumulative IPC: 0.23766 (Simulation time: 0 hr 6 min 0 sec) 
Heartbeat CPU  0 instructions:   61000001 cycles:   29520918 heartbeat IPC: 2.21405 cumulative IPC: 0.37262 (Simulation time: 0 hr 6 min 1 sec) 
Heartbeat CPU  1 instructions:   49000000 cycles:   29608899 heartbeat IPC: 1.98466 cumulative IPC: 1.65491 (Simulation time: 0 hr 6 min 2 sec) 
Heartbeat CPU  2 instructions:   50000003 cycles:   29767051 heartbeat IPC: 1.55536 cumulative IPC: 1.67971 (Simulation time: 0 hr 6 min 4 sec) 
Heartbeat CPU  3 instructions:   58000001 cycles:   29970083 heartbeat IPC: 1.93517 cumulative IPC: 0.26693 (Simulation time: 0 hr 6 min 7 sec) 
Heartbeat CPU  0 instructions:   62000003 cycles:   29971298 heartbeat IPC: 2.22035 cumulative IPC: 0.40038 (Simulation time: 0 hr 6 min 7 sec) 
Heartbeat CPU  1 instructions:   50000001 cycles:   30174627 heartbeat IPC: 1.76764 cumulative IPC: 1.65702 (Simulation time: 0 hr 6 min 9 sec) 

Warmup complete CPU  0 instructions:   62450974 cycles:   30174627 (Simulation time: 0 hr 6 min 9 sec) 
Warmup complete CPU  1 instructions:   50000001 cycles:   30174627 (Simulation time: 0 hr 6 min 9 sec) 
Warmup complete CPU  2 instructions:   50684064 cycles:   30174626 (Simulation time: 0 hr 6 min 9 sec) 
Warmup complete CPU  3 instructions:   58393926 cycles:   30174626 (Simulation time: 0 hr 6 min 9 sec) 

Heartbeat CPU  2 instructions:   51000003 cycles:   32344988 heartbeat IPC: 0.38791 cumulative IPC: 0.14557 (Simulation time: 0 hr 6 min 13 sec) 
Heartbeat CPU  0 instructions:   63000001 cycles:   33141428 heartbeat IPC: 0.31544 cumulative IPC: 0.18506 (Simulation time: 0 hr 6 min 14 sec) 
Heartbeat CPU  3 instructions:   59000001 cycles:   33516670 heartbeat IPC: 0.28196 cumulative IPC: 0.18135 (Simulation time: 0 hr 6 min 15 sec) 
Heartbeat CPU  1 instructions:   51000000 cycles:   36953428 heartbeat IPC: 0.14752 cumulative IPC: 0.14752 (Simulation time: 0 hr 6 min 21 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   38505970 heartbeat IPC: 0.18641 cumulative IPC: 0.18593 (Simulation time: 0 hr 6 min 24 sec) 
Heartbeat CPU  3 instructions:   60000000 cycles:   38991272 heartbeat IPC: 0.18266 cumulative IPC: 0.18216 (Simulation time: 0 hr 6 min 24 sec) 
Heartbeat CPU  2 instructions:   52000000 cycles:   39223883 heartbeat IPC: 0.14537 cumulative IPC: 0.14542 (Simulation time: 0 hr 6 min 25 sec) 
Heartbeat CPU  0 instructions:   65000002 cycles:   43703720 heartbeat IPC: 0.19239 cumulative IPC: 0.18841 (Simulation time: 0 hr 6 min 33 sec) 
Heartbeat CPU  1 instructions:   52000000 cycles:   43819458 heartbeat IPC: 0.14564 cumulative IPC: 0.14658 (Simulation time: 0 hr 6 min 33 sec) 
Heartbeat CPU  3 instructions:   61000000 cycles:   44475877 heartbeat IPC: 0.18233 cumulative IPC: 0.18223 (Simulation time: 0 hr 6 min 34 sec) 
Heartbeat CPU  2 instructions:   53000003 cycles:   46071983 heartbeat IPC: 0.14603 cumulative IPC: 0.14568 (Simulation time: 0 hr 6 min 37 sec) 
Heartbeat CPU  0 instructions:   66000003 cycles:   48933662 heartbeat IPC: 0.19121 cumulative IPC: 0.18919 (Simulation time: 0 hr 6 min 42 sec) 
Heartbeat CPU  3 instructions:   62000001 cycles:   49973249 heartbeat IPC: 0.18191 cumulative IPC: 0.18214 (Simulation time: 0 hr 6 min 43 sec) 
Heartbeat CPU  1 instructions:   53000002 cycles:   50655207 heartbeat IPC: 0.14629 cumulative IPC: 0.14648 (Simulation time: 0 hr 6 min 45 sec) 
Heartbeat CPU  2 instructions:   54000001 cycles:   52915630 heartbeat IPC: 0.14612 cumulative IPC: 0.14581 (Simulation time: 0 hr 6 min 48 sec) 
Heartbeat CPU  0 instructions:   67000003 cycles:   54201198 heartbeat IPC: 0.18984 cumulative IPC: 0.18933 (Simulation time: 0 hr 6 min 51 sec) 
Heartbeat CPU  3 instructions:   63000003 cycles:   55455147 heartbeat IPC: 0.18242 cumulative IPC: 0.18220 (Simulation time: 0 hr 6 min 53 sec) 
Heartbeat CPU  1 instructions:   54000003 cycles:   57519063 heartbeat IPC: 0.14569 cumulative IPC: 0.14628 (Simulation time: 0 hr 6 min 56 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   59527027 heartbeat IPC: 0.18776 cumulative IPC: 0.18905 (Simulation time: 0 hr 7 min 0 sec) 
Heartbeat CPU  2 instructions:   55000002 cycles:   60199952 heartbeat IPC: 0.13728 cumulative IPC: 0.14374 (Simulation time: 0 hr 7 min 1 sec) 
Heartbeat CPU  3 instructions:   64000000 cycles:   60935472 heartbeat IPC: 0.18247 cumulative IPC: 0.18225 (Simulation time: 0 hr 7 min 2 sec) 
Heartbeat CPU  1 instructions:   55000002 cycles:   64469689 heartbeat IPC: 0.14387 cumulative IPC: 0.14579 (Simulation time: 0 hr 7 min 8 sec) 
Heartbeat CPU  0 instructions:   69000000 cycles:   64995569 heartbeat IPC: 0.18286 cumulative IPC: 0.18808 (Simulation time: 0 hr 7 min 9 sec) 
Heartbeat CPU  3 instructions:   65000001 cycles:   66443871 heartbeat IPC: 0.18154 cumulative IPC: 0.18214 (Simulation time: 0 hr 7 min 12 sec) 
Heartbeat CPU  2 instructions:   56000000 cycles:   67054491 heartbeat IPC: 0.14589 cumulative IPC: 0.14414 (Simulation time: 0 hr 7 min 13 sec) 
Heartbeat CPU  0 instructions:   70000000 cycles:   69993799 heartbeat IPC: 0.20007 cumulative IPC: 0.18958 (Simulation time: 0 hr 7 min 18 sec) 
Heartbeat CPU  1 instructions:   56000000 cycles:   71352176 heartbeat IPC: 0.14530 cumulative IPC: 0.14571 (Simulation time: 0 hr 7 min 20 sec) 
Heartbeat CPU  3 instructions:   66000000 cycles:   71898412 heartbeat IPC: 0.18333 cumulative IPC: 0.18230 (Simulation time: 0 hr 7 min 21 sec) 
Heartbeat CPU  2 instructions:   57000000 cycles:   73951697 heartbeat IPC: 0.14499 cumulative IPC: 0.14427 (Simulation time: 0 hr 7 min 25 sec) 
Heartbeat CPU  0 instructions:   71000001 cycles:   76358067 heartbeat IPC: 0.15713 cumulative IPC: 0.18511 (Simulation time: 0 hr 7 min 29 sec) 
Heartbeat CPU  3 instructions:   67000000 cycles:   77342977 heartbeat IPC: 0.18367 cumulative IPC: 0.18245 (Simulation time: 0 hr 7 min 30 sec) 
Heartbeat CPU  1 instructions:   57000000 cycles:   78230864 heartbeat IPC: 0.14538 cumulative IPC: 0.14566 (Simulation time: 0 hr 7 min 32 sec) 
Heartbeat CPU  2 instructions:   58000003 cycles:   80240406 heartbeat IPC: 0.15902 cumulative IPC: 0.14613 (Simulation time: 0 hr 7 min 35 sec) 
Heartbeat CPU  3 instructions:   68000000 cycles:   82789334 heartbeat IPC: 0.18361 cumulative IPC: 0.18257 (Simulation time: 0 hr 7 min 40 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   82817834 heartbeat IPC: 0.15480 cumulative IPC: 0.18139 (Simulation time: 0 hr 7 min 40 sec) 
Heartbeat CPU  2 instructions:   59000002 cycles:   84500070 heartbeat IPC: 0.23476 cumulative IPC: 0.15308 (Simulation time: 0 hr 7 min 43 sec) 
Heartbeat CPU  1 instructions:   58000000 cycles:   85105187 heartbeat IPC: 0.14547 cumulative IPC: 0.14564 (Simulation time: 0 hr 7 min 45 sec) 
Heartbeat CPU  3 instructions:   69000003 cycles:   88232258 heartbeat IPC: 0.18373 cumulative IPC: 0.18268 (Simulation time: 0 hr 7 min 50 sec) 
Heartbeat CPU  0 instructions:   73000002 cycles:   89153402 heartbeat IPC: 0.15784 cumulative IPC: 0.17886 (Simulation time: 0 hr 7 min 52 sec) 
Heartbeat CPU  2 instructions:   60000000 cycles:   90342636 heartbeat IPC: 0.17116 cumulative IPC: 0.15483 (Simulation time: 0 hr 7 min 54 sec) 
Heartbeat CPU  1 instructions:   59000001 cycles:   92427962 heartbeat IPC: 0.13656 cumulative IPC: 0.14457 (Simulation time: 0 hr 7 min 57 sec) 
Heartbeat CPU  3 instructions:   70000002 cycles:   93679078 heartbeat IPC: 0.18359 cumulative IPC: 0.18276 (Simulation time: 0 hr 7 min 59 sec) 
Heartbeat CPU  0 instructions:   74000001 cycles:   95377895 heartbeat IPC: 0.16066 cumulative IPC: 0.17712 (Simulation time: 0 hr 8 min 2 sec) 
Heartbeat CPU  2 instructions:   61000000 cycles:   97137882 heartbeat IPC: 0.14716 cumulative IPC: 0.15405 (Simulation time: 0 hr 8 min 5 sec) 
Heartbeat CPU  3 instructions:   71000002 cycles:   99136782 heartbeat IPC: 0.18323 cumulative IPC: 0.18280 (Simulation time: 0 hr 8 min 8 sec) 
Heartbeat CPU  1 instructions:   60000000 cycles:   99283285 heartbeat IPC: 0.14587 cumulative IPC: 0.14470 (Simulation time: 0 hr 8 min 9 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:  101492471 heartbeat IPC: 0.16354 cumulative IPC: 0.17596 (Simulation time: 0 hr 8 min 12 sec) 
Heartbeat CPU  2 instructions:   62000003 cycles:  104008029 heartbeat IPC: 0.14556 cumulative IPC: 0.15326 (Simulation time: 0 hr 8 min 16 sec) 
Heartbeat CPU  3 instructions:   72000000 cycles:  104617111 heartbeat IPC: 0.18247 cumulative IPC: 0.18277 (Simulation time: 0 hr 8 min 17 sec) 
Heartbeat CPU  1 instructions:   61000003 cycles:  106159823 heartbeat IPC: 0.14542 cumulative IPC: 0.14477 (Simulation time: 0 hr 8 min 20 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:  107372037 heartbeat IPC: 0.17008 cumulative IPC: 0.17551 (Simulation time: 0 hr 8 min 22 sec) 
Heartbeat CPU  3 instructions:   73000002 cycles:  110063302 heartbeat IPC: 0.18361 cumulative IPC: 0.18283 (Simulation time: 0 hr 8 min 27 sec) 
Heartbeat CPU  2 instructions:   63000002 cycles:  110844226 heartbeat IPC: 0.14628 cumulative IPC: 0.15267 (Simulation time: 0 hr 8 min 28 sec) 
Heartbeat CPU  0 instructions:   77000002 cycles:  112779738 heartbeat IPC: 0.18492 cumulative IPC: 0.17613 (Simulation time: 0 hr 8 min 31 sec) 
Heartbeat CPU  1 instructions:   62000002 cycles:  112927829 heartbeat IPC: 0.14775 cumulative IPC: 0.14501 (Simulation time: 0 hr 8 min 32 sec) 
Heartbeat CPU  3 instructions:   74000000 cycles:  115539325 heartbeat IPC: 0.18261 cumulative IPC: 0.18282 (Simulation time: 0 hr 8 min 36 sec) 
Heartbeat CPU  1 instructions:   63000000 cycles:  117188538 heartbeat IPC: 0.23470 cumulative IPC: 0.14940 (Simulation time: 0 hr 8 min 40 sec) 
Heartbeat CPU  2 instructions:   64000000 cycles:  117701347 heartbeat IPC: 0.14583 cumulative IPC: 0.15214 (Simulation time: 0 hr 8 min 41 sec) 
Heartbeat CPU  0 instructions:   78000003 cycles:  118015047 heartbeat IPC: 0.19101 cumulative IPC: 0.17701 (Simulation time: 0 hr 8 min 41 sec) 
Heartbeat CPU  3 instructions:   75000003 cycles:  121019650 heartbeat IPC: 0.18247 cumulative IPC: 0.18280 (Simulation time: 0 hr 8 min 47 sec) 
Heartbeat CPU  1 instructions:   64000000 cycles:  121659457 heartbeat IPC: 0.22367 cumulative IPC: 0.15303 (Simulation time: 0 hr 8 min 48 sec) 
Heartbeat CPU  0 instructions:   79000002 cycles:  122883545 heartbeat IPC: 0.20540 cumulative IPC: 0.17851 (Simulation time: 0 hr 8 min 50 sec) 
Heartbeat CPU  2 instructions:   65000002 cycles:  124685733 heartbeat IPC: 0.14318 cumulative IPC: 0.15147 (Simulation time: 0 hr 8 min 53 sec) 
Heartbeat CPU  3 instructions:   76000000 cycles:  126608199 heartbeat IPC: 0.17894 cumulative IPC: 0.18257 (Simulation time: 0 hr 8 min 56 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:  127667505 heartbeat IPC: 0.20903 cumulative IPC: 0.18000 (Simulation time: 0 hr 8 min 58 sec) 
Heartbeat CPU  1 instructions:   65000001 cycles:  128295189 heartbeat IPC: 0.15070 cumulative IPC: 0.15287 (Simulation time: 0 hr 8 min 59 sec) 
Heartbeat CPU  2 instructions:   66000003 cycles:  131560135 heartbeat IPC: 0.14547 cumulative IPC: 0.15107 (Simulation time: 0 hr 9 min 4 sec) 
Heartbeat CPU  3 instructions:   77000003 cycles:  132165058 heartbeat IPC: 0.17996 cumulative IPC: 0.18243 (Simulation time: 0 hr 9 min 5 sec) 
Heartbeat CPU  0 instructions:   81000000 cycles:  132499788 heartbeat IPC: 0.20694 cumulative IPC: 0.18128 (Simulation time: 0 hr 9 min 6 sec) 
Heartbeat CPU  1 instructions:   66000003 cycles:  135099247 heartbeat IPC: 0.14697 cumulative IPC: 0.15249 (Simulation time: 0 hr 9 min 10 sec) 
Heartbeat CPU  0 instructions:   82000003 cycles:  137320358 heartbeat IPC: 0.20744 cumulative IPC: 0.18245 (Simulation time: 0 hr 9 min 14 sec) 
Heartbeat CPU  3 instructions:   78000001 cycles:  137705594 heartbeat IPC: 0.18049 cumulative IPC: 0.18233 (Simulation time: 0 hr 9 min 15 sec) 
Heartbeat CPU  2 instructions:   67000003 cycles:  138426973 heartbeat IPC: 0.14563 cumulative IPC: 0.15072 (Simulation time: 0 hr 9 min 16 sec) 
Heartbeat CPU  1 instructions:   67000000 cycles:  141934313 heartbeat IPC: 0.14630 cumulative IPC: 0.15211 (Simulation time: 0 hr 9 min 22 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:  142292472 heartbeat IPC: 0.20112 cumulative IPC: 0.18328 (Simulation time: 0 hr 9 min 22 sec) 
Heartbeat CPU  3 instructions:   79000003 cycles:  143239715 heartbeat IPC: 0.18070 cumulative IPC: 0.18225 (Simulation time: 0 hr 9 min 24 sec) 
Heartbeat CPU  2 instructions:   68000000 cycles:  145282232 heartbeat IPC: 0.14587 cumulative IPC: 0.15043 (Simulation time: 0 hr 9 min 27 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:  147212071 heartbeat IPC: 0.20327 cumulative IPC: 0.18412 (Simulation time: 0 hr 9 min 31 sec) 
Heartbeat CPU  3 instructions:   80000000 cycles:  148775267 heartbeat IPC: 0.18065 cumulative IPC: 0.18218 (Simulation time: 0 hr 9 min 33 sec) 
Heartbeat CPU  1 instructions:   68000000 cycles:  148781591 heartbeat IPC: 0.14604 cumulative IPC: 0.15176 (Simulation time: 0 hr 9 min 33 sec) 
Heartbeat CPU  0 instructions:   85000003 cycles:  152123696 heartbeat IPC: 0.20360 cumulative IPC: 0.18491 (Simulation time: 0 hr 9 min 39 sec) 
Heartbeat CPU  2 instructions:   69000002 cycles:  152557513 heartbeat IPC: 0.13745 cumulative IPC: 0.14966 (Simulation time: 0 hr 9 min 39 sec) 
Heartbeat CPU  3 instructions:   81000001 cycles:  154292828 heartbeat IPC: 0.18124 cumulative IPC: 0.18213 (Simulation time: 0 hr 9 min 42 sec) 
Heartbeat CPU  1 instructions:   69000000 cycles:  155746557 heartbeat IPC: 0.14358 cumulative IPC: 0.15131 (Simulation time: 0 hr 9 min 45 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:  157081334 heartbeat IPC: 0.20171 cumulative IPC: 0.18556 (Simulation time: 0 hr 9 min 47 sec) 
Heartbeat CPU  2 instructions:   70000003 cycles:  159374202 heartbeat IPC: 0.14670 cumulative IPC: 0.14950 (Simulation time: 0 hr 9 min 51 sec) 
Heartbeat CPU  3 instructions:   82000002 cycles:  159837215 heartbeat IPC: 0.18036 cumulative IPC: 0.18206 (Simulation time: 0 hr 9 min 52 sec) 
Heartbeat CPU  0 instructions:   87000000 cycles:  162052680 heartbeat IPC: 0.20115 cumulative IPC: 0.18615 (Simulation time: 0 hr 9 min 55 sec) 
