*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr 16 2025 08:14:40
*************************************************
parsing config file: /pref/Pythia/config/coop_pythia.ini

trace_0 /pref/Pythia/NUTCH/traces/nutch_phase0_core0.trace.xz
Heartbeat CPU  1 instructions:   37000001 cycles:   21976184 heartbeat IPC: 1.65156 cumulative IPC: 1.68364 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:   37000002 cycles:   22275833 heartbeat IPC: 1.61792 cumulative IPC: 1.66099 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  2 instructions:   37000002 cycles:   22321111 heartbeat IPC: 1.64990 cumulative IPC: 1.65762 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  3 instructions:   39000003 cycles:   22544608 heartbeat IPC: 1.58182 cumulative IPC: 1.72990 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  1 instructions:   38000002 cycles:   22577659 heartbeat IPC: 1.66258 cumulative IPC: 1.68308 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:   38000001 cycles:   22896405 heartbeat IPC: 1.61141 cumulative IPC: 1.65965 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  2 instructions:   38000002 cycles:   22937227 heartbeat IPC: 1.62307 cumulative IPC: 1.65670 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  3 instructions:   40000000 cycles:   23083324 heartbeat IPC: 1.85626 cumulative IPC: 1.73285 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  1 instructions:   39000000 cycles:   23180452 heartbeat IPC: 1.65894 cumulative IPC: 1.68245 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  2 instructions:   39000002 cycles:   23537020 heartbeat IPC: 1.66724 cumulative IPC: 1.65696 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  0 instructions:   39000000 cycles:   23545451 heartbeat IPC: 1.54072 cumulative IPC: 1.65637 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  3 instructions:   41000001 cycles:   23615170 heartbeat IPC: 1.88025 cumulative IPC: 1.73617 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  1 instructions:   40000000 cycles:   23780537 heartbeat IPC: 1.66643 cumulative IPC: 1.68205 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   24082418 heartbeat IPC: 1.86231 cumulative IPC: 1.66096 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  3 instructions:   42000002 cycles:   24131793 heartbeat IPC: 1.93565 cumulative IPC: 1.74044 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  2 instructions:   40000000 cycles:   24139821 heartbeat IPC: 1.65892 cumulative IPC: 1.65701 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  1 instructions:   41000001 cycles:   24385312 heartbeat IPC: 1.65351 cumulative IPC: 1.68134 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  3 instructions:   43000001 cycles:   24643520 heartbeat IPC: 1.95416 cumulative IPC: 1.74488 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:   41000000 cycles:   24683543 heartbeat IPC: 1.66355 cumulative IPC: 1.66103 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  2 instructions:   41000000 cycles:   24762869 heartbeat IPC: 1.60501 cumulative IPC: 1.65570 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  1 instructions:   42000001 cycles:   24983957 heartbeat IPC: 1.67044 cumulative IPC: 1.68108 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  3 instructions:   44000000 cycles:   25180691 heartbeat IPC: 1.86160 cumulative IPC: 1.74737 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  0 instructions:   42000001 cycles:   25287253 heartbeat IPC: 1.65643 cumulative IPC: 1.66092 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  2 instructions:   42000000 cycles:   25368409 heartbeat IPC: 1.65142 cumulative IPC: 1.65560 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  1 instructions:   43000000 cycles:   25576109 heartbeat IPC: 1.68875 cumulative IPC: 1.68126 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  3 instructions:   45000000 cycles:   25696785 heartbeat IPC: 1.93763 cumulative IPC: 1.75119 (Simulation time: 0 hr 3 min 28 sec) 
Heartbeat CPU  0 instructions:   43000001 cycles:   25893163 heartbeat IPC: 1.65041 cumulative IPC: 1.66067 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  2 instructions:   43000002 cycles:   25974487 heartbeat IPC: 1.64996 cumulative IPC: 1.65547 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  1 instructions:   44000000 cycles:   26194096 heartbeat IPC: 1.61816 cumulative IPC: 1.67977 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  3 instructions:   46000000 cycles:   26307285 heartbeat IPC: 1.63800 cumulative IPC: 1.74857 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   26492630 heartbeat IPC: 1.66815 cumulative IPC: 1.66084 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  2 instructions:   44000000 cycles:   26581957 heartbeat IPC: 1.64617 cumulative IPC: 1.65526 (Simulation time: 0 hr 3 min 34 sec) 
Heartbeat CPU  1 instructions:   45000000 cycles:   26789120 heartbeat IPC: 1.68060 cumulative IPC: 1.67979 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  3 instructions:   47000003 cycles:   26914308 heartbeat IPC: 1.64739 cumulative IPC: 1.74628 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   27093347 heartbeat IPC: 1.66468 cumulative IPC: 1.66092 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  2 instructions:   45000002 cycles:   27183773 heartbeat IPC: 1.66164 cumulative IPC: 1.65540 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  1 instructions:   46000002 cycles:   27390469 heartbeat IPC: 1.66293 cumulative IPC: 1.67942 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  3 instructions:   48000000 cycles:   27518042 heartbeat IPC: 1.65635 cumulative IPC: 1.74431 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   27715537 heartbeat IPC: 1.60723 cumulative IPC: 1.65972 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  2 instructions:   46000002 cycles:   27797107 heartbeat IPC: 1.63043 cumulative IPC: 1.65485 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  1 instructions:   47000003 cycles:   27915186 heartbeat IPC: 1.90579 cumulative IPC: 1.68367 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  3 instructions:   49000003 cycles:   28119735 heartbeat IPC: 1.66198 cumulative IPC: 1.74255 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   28309774 heartbeat IPC: 1.68283 cumulative IPC: 1.66020 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  2 instructions:   47000002 cycles:   28408588 heartbeat IPC: 1.63537 cumulative IPC: 1.65443 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  1 instructions:   48000000 cycles:   28599551 heartbeat IPC: 1.46120 cumulative IPC: 1.67835 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  3 instructions:   50000000 cycles:   28722797 heartbeat IPC: 1.65820 cumulative IPC: 1.74078 (Simulation time: 0 hr 3 min 51 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   28908139 heartbeat IPC: 1.67122 cumulative IPC: 1.66043 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  2 instructions:   48000000 cycles:   29002666 heartbeat IPC: 1.68328 cumulative IPC: 1.65502 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  1 instructions:   49000000 cycles:   29153667 heartbeat IPC: 1.80468 cumulative IPC: 1.68075 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  3 instructions:   51000003 cycles:   29328176 heartbeat IPC: 1.65186 cumulative IPC: 0.03410 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   29502869 heartbeat IPC: 1.68144 cumulative IPC: 1.66086 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  2 instructions:   49000001 cycles:   29605206 heartbeat IPC: 1.65964 cumulative IPC: 1.65511 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  1 instructions:   50000002 cycles:   29760892 heartbeat IPC: 1.64684 cumulative IPC: 1.68006 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  3 instructions:   52000000 cycles:   29937489 heartbeat IPC: 1.64119 cumulative IPC: 0.06681 (Simulation time: 0 hr 4 min 0 sec) 
Heartbeat CPU  0 instructions:   50000000 cycles:   30100094 heartbeat IPC: 1.67441 cumulative IPC: 1.66112 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  2 instructions:   50000000 cycles:   30200852 heartbeat IPC: 1.67885 cumulative IPC: 1.65558 (Simulation time: 0 hr 4 min 2 sec) 

Warmup complete CPU  0 instructions:   50165342 cycles:   30200854 (Simulation time: 0 hr 4 min 2 sec) 
Warmup complete CPU  1 instructions:   50734095 cycles:   30200854 (Simulation time: 0 hr 4 min 2 sec) 
Warmup complete CPU  2 instructions:   50000001 cycles:   30200854 (Simulation time: 0 hr 4 min 2 sec) 
Warmup complete CPU  3 instructions:   52411782 cycles:   30200853 (Simulation time: 0 hr 4 min 2 sec) 

Heartbeat CPU  1 instructions:   51000001 cycles:   31054242 heartbeat IPC: 0.77319 cumulative IPC: 0.31159 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  3 instructions:   53000000 cycles:   31844601 heartbeat IPC: 0.52435 cumulative IPC: 0.35785 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   32858407 heartbeat IPC: 0.36254 cumulative IPC: 0.31407 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  2 instructions:   51000000 cycles:   32883984 heartbeat IPC: 0.37270 cumulative IPC: 0.37270 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  1 instructions:   52000000 cycles:   34279476 heartbeat IPC: 0.31005 cumulative IPC: 0.31038 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  3 instructions:   54000002 cycles:   34811529 heartbeat IPC: 0.33705 cumulative IPC: 0.34447 (Simulation time: 0 hr 4 min 13 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   35655822 heartbeat IPC: 0.35747 cumulative IPC: 0.33633 (Simulation time: 0 hr 4 min 15 sec) 
Heartbeat CPU  2 instructions:   52000000 cycles:   36276869 heartbeat IPC: 0.29473 cumulative IPC: 0.32916 (Simulation time: 0 hr 4 min 17 sec) 
Heartbeat CPU  1 instructions:   53000003 cycles:   37622865 heartbeat IPC: 0.29910 cumulative IPC: 0.30530 (Simulation time: 0 hr 4 min 20 sec) 
Heartbeat CPU  3 instructions:   55000000 cycles:   38356178 heartbeat IPC: 0.28211 cumulative IPC: 0.31737 (Simulation time: 0 hr 4 min 21 sec) 
Heartbeat CPU  0 instructions:   53000001 cycles:   38895134 heartbeat IPC: 0.30871 cumulative IPC: 0.32604 (Simulation time: 0 hr 4 min 23 sec) 
Heartbeat CPU  2 instructions:   53000000 cycles:   39542513 heartbeat IPC: 0.30622 cumulative IPC: 0.32114 (Simulation time: 0 hr 4 min 24 sec) 
Heartbeat CPU  1 instructions:   54000000 cycles:   40878413 heartbeat IPC: 0.30717 cumulative IPC: 0.30587 (Simulation time: 0 hr 4 min 28 sec) 
Heartbeat CPU  3 instructions:   56000000 cycles:   40951081 heartbeat IPC: 0.38537 cumulative IPC: 0.33378 (Simulation time: 0 hr 4 min 28 sec) 
Heartbeat CPU  2 instructions:   54000000 cycles:   41477704 heartbeat IPC: 0.51674 cumulative IPC: 0.35471 (Simulation time: 0 hr 4 min 29 sec) 
Heartbeat CPU  0 instructions:   54000000 cycles:   42434828 heartbeat IPC: 0.28251 cumulative IPC: 0.31344 (Simulation time: 0 hr 4 min 32 sec) 
Heartbeat CPU  1 instructions:   55000001 cycles:   43277729 heartbeat IPC: 0.41679 cumulative IPC: 0.32622 (Simulation time: 0 hr 4 min 34 sec) 
Heartbeat CPU  3 instructions:   57000000 cycles:   43649845 heartbeat IPC: 0.37054 cumulative IPC: 0.34116 (Simulation time: 0 hr 4 min 35 sec) 
Heartbeat CPU  2 instructions:   55000001 cycles:   44261380 heartbeat IPC: 0.35924 cumulative IPC: 0.35561 (Simulation time: 0 hr 4 min 37 sec) 
Heartbeat CPU  3 instructions:   58000001 cycles:   45651795 heartbeat IPC: 0.49951 cumulative IPC: 0.36167 (Simulation time: 0 hr 4 min 40 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   45948546 heartbeat IPC: 0.28460 cumulative IPC: 0.30701 (Simulation time: 0 hr 4 min 41 sec) 
Heartbeat CPU  1 instructions:   56000000 cycles:   46361434 heartbeat IPC: 0.32428 cumulative IPC: 0.32585 (Simulation time: 0 hr 4 min 42 sec) 
Heartbeat CPU  1 instructions:   57000000 cycles:   47633313 heartbeat IPC: 0.78624 cumulative IPC: 0.35944 (Simulation time: 0 hr 4 min 46 sec) 
Heartbeat CPU  2 instructions:   56000000 cycles:   47709861 heartbeat IPC: 0.28998 cumulative IPC: 0.34268 (Simulation time: 0 hr 4 min 47 sec) 
Heartbeat CPU  3 instructions:   59000000 cycles:   47861996 heartbeat IPC: 0.45245 cumulative IPC: 0.37303 (Simulation time: 0 hr 4 min 47 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   49480782 heartbeat IPC: 0.28311 cumulative IPC: 0.30263 (Simulation time: 0 hr 4 min 51 sec) 
Heartbeat CPU  2 instructions:   57000002 cycles:   49753014 heartbeat IPC: 0.48944 cumulative IPC: 0.35802 (Simulation time: 0 hr 4 min 52 sec) 
Heartbeat CPU  3 instructions:   60000000 cycles:   50187993 heartbeat IPC: 0.42992 cumulative IPC: 0.37966 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  1 instructions:   58000003 cycles:   50569934 heartbeat IPC: 0.34053 cumulative IPC: 0.35671 (Simulation time: 0 hr 4 min 55 sec) 
Heartbeat CPU  2 instructions:   58000000 cycles:   51912523 heartbeat IPC: 0.46307 cumulative IPC: 0.36847 (Simulation time: 0 hr 4 min 58 sec) 
Heartbeat CPU  0 instructions:   57000002 cycles:   53250337 heartbeat IPC: 0.26528 cumulative IPC: 0.29652 (Simulation time: 0 hr 5 min 0 sec) 
Heartbeat CPU  1 instructions:   59000003 cycles:   53833587 heartbeat IPC: 0.30641 cumulative IPC: 0.34977 (Simulation time: 0 hr 5 min 2 sec) 
Heartbeat CPU  3 instructions:   61000003 cycles:   54040804 heartbeat IPC: 0.25955 cumulative IPC: 0.36024 (Simulation time: 0 hr 5 min 2 sec) 
Heartbeat CPU  2 instructions:   59000002 cycles:   54953394 heartbeat IPC: 0.32885 cumulative IPC: 0.36360 (Simulation time: 0 hr 5 min 4 sec) 
Heartbeat CPU  0 instructions:   58000001 cycles:   56424908 heartbeat IPC: 0.31500 cumulative IPC: 0.29876 (Simulation time: 0 hr 5 min 7 sec) 
Heartbeat CPU  1 instructions:   60000000 cycles:   57194528 heartbeat IPC: 0.29753 cumulative IPC: 0.34326 (Simulation time: 0 hr 5 min 9 sec) 
Heartbeat CPU  3 instructions:   62000002 cycles:   57321092 heartbeat IPC: 0.30485 cumulative IPC: 0.35354 (Simulation time: 0 hr 5 min 10 sec) 
Heartbeat CPU  2 instructions:   60000000 cycles:   58197770 heartbeat IPC: 0.30823 cumulative IPC: 0.35718 (Simulation time: 0 hr 5 min 12 sec) 
Heartbeat CPU  0 instructions:   59000001 cycles:   58659608 heartbeat IPC: 0.44749 cumulative IPC: 0.31044 (Simulation time: 0 hr 5 min 13 sec) 
Heartbeat CPU  3 instructions:   63000002 cycles:   59850834 heartbeat IPC: 0.39530 cumulative IPC: 0.35711 (Simulation time: 0 hr 5 min 16 sec) 
Heartbeat CPU  1 instructions:   61000000 cycles:   60510825 heartbeat IPC: 0.30154 cumulative IPC: 0.33870 (Simulation time: 0 hr 5 min 17 sec) 
Heartbeat CPU  2 instructions:   61000000 cycles:   61470462 heartbeat IPC: 0.30556 cumulative IPC: 0.35178 (Simulation time: 0 hr 5 min 19 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   61611012 heartbeat IPC: 0.33882 cumulative IPC: 0.31310 (Simulation time: 0 hr 5 min 20 sec) 
Heartbeat CPU  3 instructions:   64000000 cycles:   62481557 heartbeat IPC: 0.38012 cumulative IPC: 0.35898 (Simulation time: 0 hr 5 min 21 sec) 
Heartbeat CPU  1 instructions:   62000001 cycles:   63863300 heartbeat IPC: 0.29829 cumulative IPC: 0.33467 (Simulation time: 0 hr 5 min 24 sec) 
Heartbeat CPU  2 instructions:   62000002 cycles:   64713326 heartbeat IPC: 0.30837 cumulative IPC: 0.34770 (Simulation time: 0 hr 5 min 26 sec) 
Heartbeat CPU  0 instructions:   61000003 cycles:   64861010 heartbeat IPC: 0.30769 cumulative IPC: 0.31260 (Simulation time: 0 hr 5 min 26 sec) 
Heartbeat CPU  3 instructions:   65000002 cycles:   65798904 heartbeat IPC: 0.30145 cumulative IPC: 0.35362 (Simulation time: 0 hr 5 min 29 sec) 
Heartbeat CPU  2 instructions:   63000000 cycles:   66881840 heartbeat IPC: 0.46114 cumulative IPC: 0.35441 (Simulation time: 0 hr 5 min 31 sec) 
Heartbeat CPU  1 instructions:   63000001 cycles:   67198697 heartbeat IPC: 0.29981 cumulative IPC: 0.33153 (Simulation time: 0 hr 5 min 33 sec) 
Heartbeat CPU  0 instructions:   62000000 cycles:   68156489 heartbeat IPC: 0.30345 cumulative IPC: 0.31180 (Simulation time: 0 hr 5 min 35 sec) 
Heartbeat CPU  2 instructions:   64000000 cycles:   68325914 heartbeat IPC: 0.69249 cumulative IPC: 0.36721 (Simulation time: 0 hr 5 min 35 sec) 
Heartbeat CPU  3 instructions:   66000001 cycles:   69117250 heartbeat IPC: 0.30135 cumulative IPC: 0.34916 (Simulation time: 0 hr 5 min 37 sec) 
Heartbeat CPU  1 instructions:   64000000 cycles:   70001548 heartbeat IPC: 0.35678 cumulative IPC: 0.33331 (Simulation time: 0 hr 5 min 39 sec) 
Heartbeat CPU  0 instructions:   63000000 cycles:   71435176 heartbeat IPC: 0.30500 cumulative IPC: 0.31126 (Simulation time: 0 hr 5 min 42 sec) 
Heartbeat CPU  2 instructions:   65000000 cycles:   71538174 heartbeat IPC: 0.31131 cumulative IPC: 0.36287 (Simulation time: 0 hr 5 min 42 sec) 
Heartbeat CPU  3 instructions:   67000000 cycles:   72341596 heartbeat IPC: 0.31014 cumulative IPC: 0.34618 (Simulation time: 0 hr 5 min 44 sec) 
Heartbeat CPU  1 instructions:   65000003 cycles:   73756668 heartbeat IPC: 0.26630 cumulative IPC: 0.32753 (Simulation time: 0 hr 5 min 47 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   74677521 heartbeat IPC: 0.30842 cumulative IPC: 0.31105 (Simulation time: 0 hr 5 min 49 sec) 
Heartbeat CPU  2 instructions:   66000003 cycles:   74689642 heartbeat IPC: 0.31731 cumulative IPC: 0.35964 (Simulation time: 0 hr 5 min 49 sec) 
Heartbeat CPU  3 instructions:   68000000 cycles:   75642329 heartbeat IPC: 0.30296 cumulative IPC: 0.34304 (Simulation time: 0 hr 5 min 51 sec) 
Heartbeat CPU  1 instructions:   66000000 cycles:   76815825 heartbeat IPC: 0.32689 cumulative IPC: 0.32749 (Simulation time: 0 hr 5 min 53 sec) 
Heartbeat CPU  2 instructions:   67000003 cycles:   77874510 heartbeat IPC: 0.31398 cumulative IPC: 0.35659 (Simulation time: 0 hr 5 min 56 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   77977876 heartbeat IPC: 0.30300 cumulative IPC: 0.31050 (Simulation time: 0 hr 5 min 56 sec) 
Heartbeat CPU  1 instructions:   67000002 cycles:   78904896 heartbeat IPC: 0.47868 cumulative IPC: 0.33397 (Simulation time: 0 hr 5 min 59 sec) 
Heartbeat CPU  3 instructions:   69000002 cycles:   78952030 heartbeat IPC: 0.30214 cumulative IPC: 0.34026 (Simulation time: 0 hr 5 min 59 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   80470204 heartbeat IPC: 0.40123 cumulative IPC: 0.31500 (Simulation time: 0 hr 6 min 3 sec) 
Heartbeat CPU  2 instructions:   68000000 cycles:   81072665 heartbeat IPC: 0.31268 cumulative IPC: 0.35383 (Simulation time: 0 hr 6 min 4 sec) 
Heartbeat CPU  3 instructions:   70000003 cycles:   81259693 heartbeat IPC: 0.43334 cumulative IPC: 0.34447 (Simulation time: 0 hr 6 min 4 sec) 
Heartbeat CPU  1 instructions:   68000000 cycles:   82155503 heartbeat IPC: 0.30763 cumulative IPC: 0.33233 (Simulation time: 0 hr 6 min 7 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   83207015 heartbeat IPC: 0.36539 cumulative IPC: 0.31760 (Simulation time: 0 hr 6 min 9 sec) 
Heartbeat CPU  2 instructions:   69000002 cycles:   84339855 heartbeat IPC: 0.30607 cumulative IPC: 0.35095 (Simulation time: 0 hr 6 min 11 sec) 
Heartbeat CPU  3 instructions:   71000000 cycles:   84496330 heartbeat IPC: 0.30896 cumulative IPC: 0.34235 (Simulation time: 0 hr 6 min 12 sec) 
Heartbeat CPU  1 instructions:   69000002 cycles:   85429716 heartbeat IPC: 0.30542 cumulative IPC: 0.33073 (Simulation time: 0 hr 6 min 14 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   86175306 heartbeat IPC: 0.33689 cumulative IPC: 0.31862 (Simulation time: 0 hr 6 min 16 sec) 
Heartbeat CPU  2 instructions:   70000002 cycles:   87255970 heartbeat IPC: 0.34292 cumulative IPC: 0.35054 (Simulation time: 0 hr 6 min 18 sec) 
Heartbeat CPU  3 instructions:   72000000 cycles:   87427130 heartbeat IPC: 0.34120 cumulative IPC: 0.34229 (Simulation time: 0 hr 6 min 19 sec) 
Heartbeat CPU  1 instructions:   70000000 cycles:   88664833 heartbeat IPC: 0.30911 cumulative IPC: 0.32953 (Simulation time: 0 hr 6 min 22 sec) 
Heartbeat CPU  0 instructions:   69000000 cycles:   88990236 heartbeat IPC: 0.35525 cumulative IPC: 0.32038 (Simulation time: 0 hr 6 min 23 sec) 
Heartbeat CPU  2 instructions:   71000002 cycles:   90203546 heartbeat IPC: 0.33926 cumulative IPC: 0.34998 (Simulation time: 0 hr 6 min 26 sec) 
Heartbeat CPU  3 instructions:   73000000 cycles:   90492365 heartbeat IPC: 0.32624 cumulative IPC: 0.34148 (Simulation time: 0 hr 6 min 26 sec) 
Heartbeat CPU  0 instructions:   70000001 cycles:   90909848 heartbeat IPC: 0.52094 cumulative IPC: 0.32672 (Simulation time: 0 hr 6 min 27 sec) 
Heartbeat CPU  1 instructions:   71000000 cycles:   91968864 heartbeat IPC: 0.30266 cumulative IPC: 0.32810 (Simulation time: 0 hr 6 min 30 sec) 
Heartbeat CPU  3 instructions:   74000001 cycles:   93407560 heartbeat IPC: 0.34303 cumulative IPC: 0.34155 (Simulation time: 0 hr 6 min 33 sec) 
Heartbeat CPU  2 instructions:   72000000 cycles:   93547307 heartbeat IPC: 0.29906 cumulative IPC: 0.34730 (Simulation time: 0 hr 6 min 33 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   93983405 heartbeat IPC: 0.32536 cumulative IPC: 0.32665 (Simulation time: 0 hr 6 min 34 sec) 
Heartbeat CPU  1 instructions:   72000000 cycles:   95228452 heartbeat IPC: 0.30679 cumulative IPC: 0.32703 (Simulation time: 0 hr 6 min 37 sec) 
Heartbeat CPU  3 instructions:   75000001 cycles:   95923099 heartbeat IPC: 0.39753 cumulative IPC: 0.34369 (Simulation time: 0 hr 6 min 39 sec) 
Heartbeat CPU  2 instructions:   73000000 cycles:   96131890 heartbeat IPC: 0.38691 cumulative IPC: 0.34885 (Simulation time: 0 hr 6 min 39 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   97172579 heartbeat IPC: 0.31356 cumulative IPC: 0.32603 (Simulation time: 0 hr 6 min 42 sec) 
Heartbeat CPU  3 instructions:   76000000 cycles:   97475292 heartbeat IPC: 0.64425 cumulative IPC: 0.35063 (Simulation time: 0 hr 6 min 43 sec) 
Heartbeat CPU  1 instructions:   73000003 cycles:   98384187 heartbeat IPC: 0.31688 cumulative IPC: 0.32656 (Simulation time: 0 hr 6 min 45 sec) 
Heartbeat CPU  2 instructions:   74000000 cycles:   99453639 heartbeat IPC: 0.30105 cumulative IPC: 0.34656 (Simulation time: 0 hr 6 min 48 sec) 
Heartbeat CPU  0 instructions:   73000000 cycles:   99961736 heartbeat IPC: 0.35853 cumulative IPC: 0.32733 (Simulation time: 0 hr 6 min 49 sec) 
Heartbeat CPU  3 instructions:   77000003 cycles:  100506524 heartbeat IPC: 0.32990 cumulative IPC: 0.34973 (Simulation time: 0 hr 6 min 51 sec) 
Heartbeat CPU  1 instructions:   74000001 cycles:  100639704 heartbeat IPC: 0.44336 cumulative IPC: 0.33030 (Simulation time: 0 hr 6 min 51 sec) 
Heartbeat CPU  1 instructions:   75000000 cycles:  102296122 heartbeat IPC: 0.60371 cumulative IPC: 0.33658 (Simulation time: 0 hr 6 min 55 sec) 
Heartbeat CPU  2 instructions:   75000000 cycles:  102678926 heartbeat IPC: 0.31005 cumulative IPC: 0.34493 (Simulation time: 0 hr 6 min 56 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:  103398025 heartbeat IPC: 0.29101 cumulative IPC: 0.32562 (Simulation time: 0 hr 6 min 57 sec) 
Heartbeat CPU  3 instructions:   78000000 cycles:  103745782 heartbeat IPC: 0.30871 cumulative IPC: 0.34793 (Simulation time: 0 hr 6 min 58 sec) 
Heartbeat CPU  1 instructions:   76000000 cycles:  105280510 heartbeat IPC: 0.33508 cumulative IPC: 0.33652 (Simulation time: 0 hr 7 min 1 sec) 
Heartbeat CPU  2 instructions:   76000000 cycles:  105782217 heartbeat IPC: 0.32224 cumulative IPC: 0.34400 (Simulation time: 0 hr 7 min 2 sec) 
Heartbeat CPU  0 instructions:   75000003 cycles:  106769474 heartbeat IPC: 0.29661 cumulative IPC: 0.32435 (Simulation time: 0 hr 7 min 4 sec) 
Heartbeat CPU  3 instructions:   79000002 cycles:  107003893 heartbeat IPC: 0.30693 cumulative IPC: 0.34619 (Simulation time: 0 hr 7 min 5 sec) 
Heartbeat CPU  1 instructions:   77000003 cycles:  108441294 heartbeat IPC: 0.31638 cumulative IPC: 0.33571 (Simulation time: 0 hr 7 min 8 sec) 
Heartbeat CPU  2 instructions:   77000000 cycles:  108859672 heartbeat IPC: 0.32494 cumulative IPC: 0.34325 (Simulation time: 0 hr 7 min 9 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:  109639382 heartbeat IPC: 0.34844 cumulative IPC: 0.32522 (Simulation time: 0 hr 7 min 10 sec) 
Heartbeat CPU  3 instructions:   80000000 cycles:  110263365 heartbeat IPC: 0.30680 cumulative IPC: 0.34458 (Simulation time: 0 hr 7 min 12 sec) 
